residence,developer,address,class,year,price,area,rooms,minutesToCityCenter,crimeRateInDistrict,district
ЖК Poetica. Перша колекція,ENSO,"вул. Дегтярівська, 25а",бізнес,2023.5,2688000,48,1,71,4634,Шевченківський р-н
ЖК Poetica. Перша колекція,ENSO,"вул. Дегтярівська, 25а",бізнес,2023.5,2800000,50,1,71,4634,Шевченківський р-н
ЖК Poetica. Перша колекція,ENSO,"вул. Дегтярівська, 25а",бізнес,2023.5,3742500,50,1,71,4634,Шевченківський р-н
ЖК Poetica. Перша колекція,ENSO,"вул. Дегтярівська, 25а",бізнес,2023.5,2856000,51,1,71,4634,Шевченківський р-н
ЖК Новопечерські Липки,City One Development,"вул. Михайла Драгомирова, 1-20а",бізнес,2023.5,7813550,71,2,60,2537,Печерський р-н
ЖК Новопечерські Липки,City One Development,"вул. Михайла Драгомирова, 1-20а",бізнес,2023.5,8914050,81,2,60,2537,Печерський р-н
ЖК Новопечерські Липки,City One Development,"вул. Михайла Драгомирова, 1-20а",бізнес,2023.5,9024100,82,2,60,2537,Печерський р-н
ЖК Новопечерські Липки,City One Development,"вул. Михайла Драгомирова, 1-20а",бізнес,2023.5,9464300,86,2,60,2537,Печерський р-н
ЖК Новопечерські Липки,City One Development,"вул. Михайла Драгомирова, 1-20а",бізнес,2023.5,10014550,91,2,60,2537,Печерський р-н
ЖК Новопечерські Липки,City One Development,"вул. Михайла Драгомирова, 1-20а",бізнес,2023.5,9904500,90,2,60,2537,Печерський р-н
ЖК Новопечерські Липки,City One Development,"вул. Михайла Драгомирова, 1-20а",бізнес,2023.5,11005000,100,2,60,2537,Печерський р-н
ЖК Новопечерські Липки,City One Development,"вул. Михайла Драгомирова, 1-20а",бізнес,2023.5,10662600,104,3,60,2537,Печерський р-н
ЖК Новопечерські Липки,City One Development,"вул. Михайла Драгомирова, 1-20а",бізнес,2023.5,11175225,109,3,60,2537,Печерський р-н
ЖК Новопечерські Липки,City One Development,"вул. Михайла Драгомирова, 1-20а",бізнес,2023.5,12713100,124,3,60,2537,Печерський р-н
ЖК Паркові Озера,Інтергал-Буд,"вул. Воскресенська, 2а",комфорт,2023,1088000,17,1,119,3939,Дніпровський р-н
ЖК Паркові Озера,Інтергал-Буд,"вул. Воскресенська, 2а",комфорт,2023,2816000,44,1,119,3939,Дніпровський р-н
ЖК Паркові Озера,Інтергал-Буд,"вул. Воскресенська, 2а",комфорт,2023,3142700,44,1,119,3939,Дніпровський р-н
ЖК Паркові Озера,Інтергал-Буд,"вул. Воскресенська, 2а",комфорт,2023,3200000,50,1,119,3939,Дніпровський р-н
ЖК Паркові Озера,Інтергал-Буд,"вул. Воскресенська, 2а",комфорт,2023,71425,1,1,119,3939,Дніпровський р-н
ЖК Паркові Озера,Інтергал-Буд,"вул. Воскресенська, 2а",комфорт,2023,3584000,56,1,119,3939,Дніпровський р-н
ЖК Паркові Озера,Інтергал-Буд,"вул. Воскресенська, 2а",комфорт,2023,3584000,56,1,119,3939,Дніпровський р-н
ЖК Паркові Озера,Інтергал-Буд,"вул. Воскресенська, 2а",комфорт,2023,3651800,62,2,119,3939,Дніпровський р-н
ЖК Паркові Озера,Інтергал-Буд,"вул. Воскресенська, 2а",комфорт,2023,3849750,58,2,119,3939,Дніпровський р-н
ЖК Паркові Озера,Інтергал-Буд,"вул. Воскресенська, 2а",комфорт,2023,4048875,61,2,119,3939,Дніпровський р-н
ЖК Welcome Home на Стеценка,Фундамент,"вул. Стеценка, 75",економ,2023,1766750,37,1,159,2884,Святошинський р-н
ЖК Welcome Home на Стеценка,Фундамент,"вул. Стеценка, 75",економ,2023,2016000,48,1,159,2884,Святошинський р-н
ЖК Welcome Home на Стеценка,Фундамент,"вул. Стеценка, 75",економ,2023,2352000,56,2,159,2884,Святошинський р-н
ЖК SENAT,GEOS,"Кільцева дорога, 3",бізнес,2023,,34,1,157,2317,Голосіївський р-н
ЖК SENAT,GEOS,"Кільцева дорога, 3",бізнес,2023,,50,1,157,2317,Голосіївський р-н
ЖК SENAT,GEOS,"Кільцева дорога, 3",бізнес,2023,3120000,65,2,157,2317,Голосіївський р-н
ЖК SENAT,GEOS,"Кільцева дорога, 3",бізнес,2023,3216000,67,2,157,2317,Голосіївський р-н
ЖК SENAT,GEOS,"Кільцева дорога, 3",бізнес,2023,3696000,77,2,157,2317,Голосіївський р-н
ЖК SENAT,GEOS,"Кільцева дорога, 3",бізнес,2023,4032000,84,2,157,2317,Голосіївський р-н
ЖК SENAT,GEOS,"Кільцева дорога, 3",бізнес,2023,4320000,90,2,157,2317,Голосіївський р-н
ЖК SENAT,GEOS,"Кільцева дорога, 3",бізнес,2023,,82,3,157,2317,Голосіївський р-н
ЖК SENAT,GEOS,"Кільцева дорога, 3",бізнес,2023,,93,3,157,2317,Голосіївський р-н
ЖК SENAT,GEOS,"Кільцева дорога, 3",бізнес,2023,,126,3,157,2317,Голосіївський р-н
ЖК LIBERTY PARK,Будівельна група PARK,"вул. Вишнева, 10-12",комфорт,2023,,19,1,251,3860,Солом'янський р-н
ЖК LIBERTY PARK,Будівельна група PARK,"вул. Вишнева, 10-12",комфорт,2023,,25,1,251,3860,Солом'янський р-н
ЖК LIBERTY PARK,Будівельна група PARK,"вул. Вишнева, 10-12",комфорт,2023,,28,1,251,3860,Солом'янський р-н
ЖК LIBERTY PARK,Будівельна група PARK,"вул. Вишнева, 10-12",комфорт,2023,,30,1,251,3860,Солом'янський р-н
ЖК LIBERTY PARK,Будівельна група PARK,"вул. Вишнева, 10-12",комфорт,2023,,34,1,251,3860,Солом'янський р-н
ЖК LIBERTY PARK,Будівельна група PARK,"вул. Вишнева, 10-12",комфорт,2023,,36,1,251,3860,Солом'янський р-н
ЖК LIBERTY PARK,Будівельна група PARK,"вул. Вишнева, 10-12",комфорт,2023,,38,1,251,3860,Солом'янський р-н
ЖК Абрикосовий,Київміськбуд,вул. Жулянська,комфорт,2023,,73,2,33,2317,Голосіївський р-н
ЖК Абрикосовий,Київміськбуд,вул. Жулянська,комфорт,2023,,79,2,33,2317,Голосіївський р-н
ЖК Абрикосовий,Київміськбуд,вул. Жулянська,комфорт,2023,,113,3,33,2317,Голосіївський р-н
ЖК Абрикосовий,Київміськбуд,вул. Жулянська,комфорт,2023,,147,5,33,2317,Голосіївський р-н
ЖК Урлівський-1,Київміськбуд,"вул. Причальна, 11",комфорт,,,33,1,116,2999,Дарницький р-н
ЖК Урлівський-1,Київміськбуд,"вул. Причальна, 11",комфорт,,,34,1,116,2999,Дарницький р-н
ЖК Урлівський-1,Київміськбуд,"вул. Причальна, 11",комфорт,,,38,1,116,2999,Дарницький р-н
ЖК Урлівський-1,Київміськбуд,"вул. Причальна, 11",комфорт,,,44,1,116,2999,Дарницький р-н
ЖК Урлівський-1,Київміськбуд,"вул. Причальна, 11",комфорт,,,60,2,116,2999,Дарницький р-н
ЖК Урлівський-1,Київміськбуд,"вул. Причальна, 11",комфорт,,,61,2,116,2999,Дарницький р-н
ЖК Урлівський-1,Київміськбуд,"вул. Причальна, 11",комфорт,,,63,2,116,2999,Дарницький р-н
ЖК Урлівський-1,Київміськбуд,"вул. Причальна, 11",комфорт,,,65,2,116,2999,Дарницький р-н
ЖК Урлівський-1,Київміськбуд,"вул. Причальна, 11",комфорт,,,66,2,116,2999,Дарницький р-н
ЖК Урлівський-1,Київміськбуд,"вул. Причальна, 11",комфорт,,,67,2,116,2999,Дарницький р-н
ЖК Голосіївський,Інтергал-Буд,"вул. Васильківська, 37",бізнес,2024,,33,1,109,2317,Голосіївський р-н
ЖК Голосіївський,Інтергал-Буд,"вул. Васильківська, 37",бізнес,2024,,46,1,109,2317,Голосіївський р-н
ЖК Голосіївський,Інтергал-Буд,"вул. Васильківська, 37",бізнес,2024,,46,1,109,2317,Голосіївський р-н
ЖК Голосіївський,Інтергал-Буд,"вул. Васильківська, 37",бізнес,2024,,46,1,109,2317,Голосіївський р-н
ЖК Голосіївський,Інтергал-Буд,"вул. Васильківська, 37",бізнес,2024,3136000,64,2,109,2317,Голосіївський р-н
ЖК Голосіївський,Інтергал-Буд,"вул. Васильківська, 37",бізнес,2024,3283000,67,2,109,2317,Голосіївський р-н
ЖК Голосіївський,Інтергал-Буд,"вул. Васильківська, 37",бізнес,2024,4116000,84,2,109,2317,Голосіївський р-н
ЖК Голосіївський,Інтергал-Буд,"вул. Васильківська, 37",бізнес,2024,,83,3,109,2317,Голосіївський р-н
ЖК Голосіївський,Інтергал-Буд,"вул. Васильківська, 37",бізнес,2024,,136,4,109,2317,Голосіївський р-н
ЖК Голосіївський,Інтергал-Буд,"вул. Васильківська, 37",бізнес,2024,,167,5,109,2317,Голосіївський р-н
ЖК White Lines,A Development,"вул. Васильківська, 1",бізнес,2023,8975400,84,2,90,2317,Голосіївський р-н
ЖК White Lines,A Development,"вул. Васильківська, 1",бізнес,2023,11860350,111,2,90,2317,Голосіївський р-н
ЖК White Lines,A Development,"вул. Васильківська, 1",бізнес,2023,,129,3,90,2317,Голосіївський р-н
ЖК Зарічний,bUd development,"вул. Зарічна, 1б, 1в, 1г, вул. Миколи Бажана, 1а",комфорт,2023,,109,2,154,2999,Дарницький р-н
